Sales Enquiry as of 06/12/2026,,,,,,,,,,,
Order No.,Order Date,Required Date,Completed Date,Warehouse,Customer,Customer Type,Product,Product Group,Status,Quantity,Sub Total
SO-00000433,6/11/2026,6/11/2026,6/12/2026,Gardena,Gardena,General,Whole Milk,Raw Material,Completed,16,72
SO-00000432,6/11/2026,6/11/2026,6/12/2026,Warehouse,Gardena,General,CS Vienna Cream,Premades,Completed,15,258
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Nitrile Gloves,Cafe Supply,Completed,1,39.9
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Mocha,Raw Material,Completed,1,22.87
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Ice lid,Consumables,Completed,1,35.25
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Honey,Raw Material,Completed,1,0
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Half & Half,Raw Material,Completed,1,3.99
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Chai,Raw Material,Completed,1,17.6
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,4 Cup Carrier,Cafe Supply,Completed,2,17.76
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,M1200 Matcha,Raw Material,Completed,1,240
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Almond Milk,Raw Material,Completed,1,32
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Sanchez (retail),Retail,Completed,3,0
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Coldbrew Concentrate,Raw Material,Completed,1,42.14
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Vanilla Syrup,Premades,Completed,2,18.84
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Buttercream,Premades,Completed,2,32.98
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Oat Milk,Raw Material,Completed,5,160
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Espresso Beans,Raw Material,Completed,13,328.9
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,CS Vienna Cream,Premades,Completed,14,240.8
SO-00000431,6/11/2026,6/11/2026,6/12/2026,Warehouse,KTOWN,General,Whole Milk,Raw Material,Completed,20,90
