Sales Enquiry as of 05/15/2026,,,,,,,,,,,
Order No.,Order Date,Required Date,Completed Date,Warehouse,Customer,Customer Type,Product,Product Group,Status,Quantity,Sub Total
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,CS Vienna Cream,Premades,Completed,22,378.4
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Buttercream,Premades,Completed,5,82.45
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,2% Milk,Raw Material,Completed,1,4.5
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Whole Milk,Raw Material,Completed,14,40.5
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Tonic Water,Raw Material,Completed,1,36.52
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Strawberry Puree Cases,Raw Material,Completed,1,56.28
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Sanchez (retail),Retail,Completed,4,0
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Rose,Raw Material,Completed,2,14.6
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Paper 2 Cup Carrier Bag,Consumables,Completed,2,0
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Oat Milk,Raw Material,Completed,5,160
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,M1200 Matcha,Raw Material,Completed,2,480
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Ice lid,Consumables,Completed,1,35.25
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Custom Ice Cups,Consumables,Completed,1,57.9
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Hot Lid,Consumables,Completed,1,33.75
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Honey,Raw Material,Completed,1,0
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Espresso Beans,Raw Material,Completed,10,253
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Dulce,Raw Material,Completed,2,45.8
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Chai,Raw Material,Completed,1,17.6
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Almond Milk,Raw Material,Completed,2,64
SO-00000349,5/15/2026,5/15/2026,5/15/2026,Warehouse,Gardena,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Wooden Stir Stick,Consumables,Completed,1,2.98
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Whole Milk,Raw Material,Completed,23,103.5
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,CS Vienna Cream,Premades,Completed,8,137.6
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Vanilla Syrup,Premades,Completed,2,18.84
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Tonic Water,Raw Material,Completed,1,36.52
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Toilet Paper,Cafe Supply,Completed,10,5.5
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Sanchez (retail),Retail,Completed,4,0
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Oat Milk,Raw Material,Completed,5,160
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Matcha Drizzle,Premades,Completed,1,9.21
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,M1200 Matcha,Raw Material,Completed,2,480
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Lid Plug,Consumables,Completed,1,15.42
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Ice lid,Consumables,Completed,1,35.25
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Honey,Raw Material,Completed,1,0
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Espresso Beans,Raw Material,Completed,14,354.2
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Cup Sleeves - Green,Consumables,Completed,1,44.98
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Coldbrew Concentrate,Raw Material,Completed,2,84.28
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Chai,Raw Material,Completed,1,17.6
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Caramel,Raw Material,Completed,1,22.9
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Buttercream,Premades,Completed,2,32.98
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Almond Milk,Raw Material,Completed,2,64
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000348,5/15/2026,5/15/2026,5/15/2026,Warehouse,KTOWN,General,2% Milk,Raw Material,Completed,3,13.5
SO-00000346,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Buttercream,Premades,Completed,4,65.96
SO-00000346,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,CS Vienna Cream,Premades,Completed,15,258
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Whole Milk,Raw Material,Completed,16,72
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,CS Vienna Cream,Premades,Completed,13,223.6
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Vanilla Syrup,Premades,Completed,2,18.84
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Tonic Water,Raw Material,Completed,1,36.52
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Strawberry Puree Cases,Raw Material,Completed,1,56.28
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Receipt rolls,Cafe Supply,Completed,2,11.5
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Oat Milk,Raw Material,Completed,5,160
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,M1200 Matcha,Raw Material,Completed,2,480
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Custom Ice Cups,Consumables,Completed,1,57.9
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Half & Half,Raw Material,Completed,1,3.99
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Espresso Beans,Raw Material,Completed,12,303.6
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Coldbrew Concentrate,Raw Material,Completed,1,42.14
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Caramel,Raw Material,Completed,1,22.9
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Beverage Napkin,Cafe Supply,Completed,2,35.18
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Buttercream,Premades,Completed,3,49.47
SO-00000345,5/14/2026,5/14/2026,5/14/2026,Warehouse,KTOWN,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Whole Milk,Raw Material,Completed,10,45
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,2% Milk,Raw Material,Completed,2,9
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Ube Condensed Milk,Raw Material,Completed,1,0
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Toilet cover,Cafe Supply,Completed,1,1.77
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Black Straws,Consumables,Completed,1,0
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Strawberry Puree Cases,Raw Material,Completed,1,56.28
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Sanchez (retail),Retail,Completed,4,0
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Paper Towel,Cafe Supply,Completed,1,23.9
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Paper 2 Cup Carrier Bag,Consumables,Completed,2,0
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Oat Milk,Raw Material,Completed,4,128
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,M1200 Matcha,Raw Material,Completed,1,240
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Ice lid,Consumables,Completed,3,105.75
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Custom Ice Cups,Consumables,Completed,1,57.9
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Hot Lid,Consumables,Completed,1,33.75
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Espresso Beans,Raw Material,Completed,20,506
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Cup Sleeves - Green,Consumables,Completed,1,44.98
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Beverage Napkin,Cafe Supply,Completed,1,17.59
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000344,5/14/2026,5/14/2026,5/14/2026,Warehouse,Gardena,General,10oz Hot Cup,Consumables,Completed,1,49.25
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Whole Milk,Raw Material,Completed,21,94.5
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,CS Vienna Cream,Premades,Completed,10,172
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Rose,Raw Material,Completed,1,7.3
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Oat Milk,Raw Material,Completed,2,64
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Mocha,Raw Material,Completed,1,22.87
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Matcha Drizzle,Premades,Completed,1,9.21
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,M1200 Matcha,Raw Material,Completed,1,240
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Ice lid,Consumables,Completed,1,35.25
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Custom Ice Cups,Consumables,Completed,1,57.9
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Espresso Beans,Raw Material,Completed,11,278.3
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Dish Detergent,Cafe Supply,Completed,1,0
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Decaf Beans,Raw Material,Completed,1,25.3
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Chai,Raw Material,Completed,1,17.6
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Buttercream,Premades,Completed,3,49.47
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Almond Milk,Raw Material,Completed,1,32
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,4 Cup Carrier,Cafe Supply,Completed,2,17.76
SO-00000343,5/13/2026,5/13/2026,5/14/2026,Warehouse,KTOWN,General,10oz Hot Cup,Consumables,Completed,1,49.25
SO-00000342,5/13/2026,5/13/2026,5/14/2026,Warehouse,Gardena,General,Whole Milk,Raw Material,Completed,9,40.5
SO-00000342,5/13/2026,5/13/2026,5/14/2026,Warehouse,Gardena,General,Buttercream,Premades,Completed,3,49.47
SO-00000342,5/13/2026,5/13/2026,5/14/2026,Warehouse,Gardena,General,CS Vienna Cream,Premades,Completed,17,292.4
