Sales Enquiry as of 05/24/2026,,,,,,,,,,,
Order No.,Order Date,Required Date,Completed Date,Warehouse,Customer,Customer Type,Product,Product Group,Status,Quantity,Sub Total
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Whole Milk,Raw Material,Completed,27,121.50
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,CS Vienna Cream,Premades,Completed,15,258.00
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Sugar Tub,Raw Material,Completed,1,0.00
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Strawberry Puree Cases,Raw Material,Completed,1,56.28
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Sanchez (retail),Retail,Completed,4,0.00
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Receipt rolls,Cafe Supply,Completed,2,11.50
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Oat Milk,Raw Material,Completed,3,96.00
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Nitrile Gloves,Cafe Supply,Completed,1,39.90
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Musco Syrup,Premades,Completed,1,0.00
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Matcha Drizzle,Premades,Completed,1,9.21
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,M1200 Matcha,Raw Material,Completed,1,240.00
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Ice Cups,Consumables,Completed,1,0.00
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Half & Half,Raw Material,Completed,1,3.99
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Espresso Beans,Raw Material,Completed,12,303.60
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Decaf Beans,Raw Material,Completed,1,25.30
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Condensed Milk,Raw Material,Completed,1,34.58
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Coldbrew Concentrate,Raw Material,Completed,2,84.28
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Buttercream,Premades,Completed,5,82.45
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,Agave Cases,Raw Material,Completed,1,61.11
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,2% Milk,Raw Material,Completed,1,4.50
SO-00000368,05/22/2026,05/22/2026,05/22/2026,Warehouse,KTOWN,General,10oz Hot Cup,Consumables,Completed,1,49.25
SO-00000367,05/22/2026,05/22/2026,05/22/2026,Warehouse,Gardena,General,CS Vienna Cream,Premades,Completed,18,309.60
SO-00000367,05/22/2026,05/22/2026,05/22/2026,Warehouse,Gardena,General,Buttercream,Premades,Completed,5,82.45
SO-00000367,05/22/2026,05/22/2026,05/22/2026,Warehouse,Gardena,General,Paper 4 Cup Carrier Bag - Tamper Resistant,Consumables,Completed,1,0.00
SO-00000367,05/22/2026,05/22/2026,05/22/2026,Warehouse,Gardena,General,Oat Milk,Raw Material,Completed,3,96.00
SO-00000367,05/22/2026,05/22/2026,05/22/2026,Warehouse,Gardena,General,M1200 Matcha,Raw Material,Completed,3,720.00
SO-00000367,05/22/2026,05/22/2026,05/22/2026,Warehouse,Gardena,General,Ice Cups,Consumables,Completed,1,0.00
SO-00000367,05/22/2026,05/22/2026,05/22/2026,Warehouse,Gardena,General,Espresso Beans,Raw Material,Completed,10,253.00
SO-00000367,05/22/2026,05/22/2026,05/22/2026,Warehouse,Gardena,General,Condensed Milk,Raw Material,Completed,1,34.58
SO-00000367,05/22/2026,05/22/2026,05/22/2026,Warehouse,Gardena,General,Almond Milk,Raw Material,Completed,1,32.00
SO-00000367,05/22/2026,05/22/2026,05/22/2026,Warehouse,Gardena,General,Agave Cases,Raw Material,Completed,1,61.11
